belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,name_collection
{'name':'sin datos' },11000000,"Drama, Romance, War",907,en,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,8.489499,Metro-Goldwyn-Mayer (MGM),"Italy, United States of America",1965-12-22,111858363.0,197.0,"English, Pусский",Released,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",Doctor Zhivago,7.4,252.0,1965,0.0,sin datos
{'name':'sin datos' },0,"Fantasy, Drama, Mystery",5961,sv,"Through the eyes of ten-year-old Alexander, we witness the delights and conflicts of the Ekdahl family, a sprawling bourgeois clan in turn-of-the-twentieth-century Sweden.",5.472431,"Sveriges Television (SVT), Cinematograph AB, Svenska Filminstitutet (SFI), Tobis Filmkunst","Sweden, Germany, France",1982-12-17,4971340.0,188.0,"English, Deutsch, svenska, ",Released,sin datos,Fanny & Alexander,7.3,138.0,1982,0.0,sin datos
{'name':'sin datos' },0,Drama,47908,en,"Carrie Watts is living the twilight of her life trapped in an apartment in 1940's Houston, Texas with a controlling daughter-in-law and a hen-pecked son. Her fondest wish -- just once before she dies -- is to revisit Bountiful, the small Texas town of her youth which she still refers to as ""home.""",1.210627,"FilmDallas Pictures, Bountiful Film Partners",United States of America,1985-12-20,7218340.0,108.0,English,Released,sin datos,The Trip to Bountiful,7.3,12.0,1985,0.0,sin datos
{'name':'sin datos' },0,"Drama, Music, Romance",42121,en,Alchoholic former country singer Mac Sledge makes friends with a young widow and her son. The friendship enables him to find inspiration to resume his career.,1.160488,Antron Media Production,United States of America,1983-04-02,0.0,92.0,English,Released,"Robert Duvall is Mac Sledge, down and out country singer. His struggle for fame was over. His fight for respect was just beginning.",Tender Mercies,6.1,22.0,1983,2.0334444444444446,sin datos
{'name':'sin datos' },0,Drama,2887,en,The story of the discovery of the AIDS epidemic and the political infighting of the scientific community hampering the early fight with it.,2.643288,HBO Films,United States of America,1993-09-11,0.0,140.0,English,Released,sin datos,And the Band Played On,5.8,24.0,1993,0.0,sin datos
{'name':'sin datos' },18000000,"Comedy, Horror, Thriller",11974,en,"When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",7.889227,Imagine Entertainment,United States of America,1989-02-17,36602000.0,101.0,English,Released,He's a man of peace in a savage land... Suburbia.,The 'Burbs,6.6,312.0,1989,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Drama",20348,en,"Five college buddies from the University of Texas circa 1971 embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures, in Vietnam and otherwise.",11.350645,"Amblin Entertainment, Warner Bros.",United States of America,1985-01-25,0.0,91.0,English,Released,sin datos,Fandango,6.6,39.0,1985,0.0,sin datos
{'name':'sin datos' },0,Drama,26648,en,"In this unsettling drama from Italian filmmaker Liliana Cavani, a concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them. Operatic and disturbing, The Night Porter deftly examines the lasting social and psychological effects of the Nazi regime.",4.266305,"Ital-Noleggio Cinematografico, Lotar Film Productions",Italy,1974-04-03,0.0,118.0,English,Released,The Most Controversial Picture of Our Time!,The Night Porter,6.6,53.0,1974,1.4252046666666667,sin datos
{'name':'sin datos' },144,Drama,11911,de,"A German stage actor finds unexpected success and mixed blessings in the popularity of his performance in a Faustian play as the Nazis take power in pre-WWII Germany. As his associates and friends flee or are ground under by the Nazi terror, the popularity of his character supercedes his own existence until he finds that his best performance is keeping up appearances for his Nazi patrons.",5.663598,"Mafilm, Objektív Film","Austria, Germany, Hungary",1981-04-29,0.0,144.0,"English, Deutsch, Magyar",Released,sin datos,Mephisto,7.1,33.0,1981,0.0,sin datos
{'name':'sin datos' },6000000,"Crime, Drama, Mystery, Thriller",793,en,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",7.882247,De Laurentiis Entertainment Group (DEG),United States of America,1986-08-01,8551228.0,120.0,English,Released,It's a strange world.,Blue Velvet,7.7,758.0,1986,51.460903,sin datos
{'name':'sin datos' },0,Adventure,35144,en,"America is in the depths of the Great Depression. Families drift apart when faraway jobs beckon. In this masterful, atmospheric adventure, a courageous young girl (Meredith Salenger) confronts overwhelming odds when she embarks on a cross-country search for her father. During her extraordinary odyssey, she forms a close bond with two diverse traveling companions: a magnificent, protective wolf, and a hardened drifter (John Cusack). A brilliant, moving tapestry, woven of courage and perseverance.",1.29288,Buena Vista Distribution Company,United States of America,1985-09-25,2135577.0,101.0,"English, Français, Deutsch",Released,sin datos,The Journey of Natty Gann,6.4,27.0,1985,0.0,sin datos
"{'id': 97459, 'name': 'The Jungle Book Collection', 'poster_path': '/uwtMVtIFZy7dfQrR7brKHoDN5H6.jpg', 'backdrop_path': '/b1T7EU7e5XuYHz35iiA0eLg0yKp.jpg'}",4000000,"Family, Animation, Adventure",9325,en,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",22.845448,Walt Disney Pictures,United States of America,1967-10-17,205843612.0,78.0,English,Released,The Jungle is JUMPIN'!,The Jungle Book,7.1,1791.0,1967,0.0,The Jungle Book Collection
{'name':'sin datos' },0,"Action, Adventure, Drama, Family",43037,en,"Kidnapped and cheated out of his inheritance, young David Balfour falls in with a Jacobite adventurer, Alan Breck Stewart. Falsely accused of murder, they must flee across the Highlands, evading the redcoats.",2.532177,Walt Disney Productions,United States of America,1960-01-01,0.0,97.0,"English, ",Released,sin datos,Kidnapped,6.4,6.0,1960,5.5575,sin datos
"{'id': 97460, 'name': 'Lady and the Tramp Collection', 'poster_path': '/fvk72hTShONXVDDSdoTEVm7DJh0.jpg', 'backdrop_path': '/8YIec6FKfOHn9uw7MMH1200wbyK.jpg'}",0,"Family, Animation",10340,en,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",12.994387,Walt Disney Productions,United States of America,1955-06-16,93600000.0,76.0,English,Released,She's from the leash and license set... he's footloose and collar free!,Lady and the Tramp,6.9,1241.0,1955,5.0752337,Lady and the Tramp Collection
"{'id': 33085, 'name': 'The Little Mermaid Collection', 'poster_path': '/mwyAzxyGm609qcNJYBRcGNaTblt.jpg', 'backdrop_path': '/eWVVSybV9xkrvGBAx2I721iROPx.jpg'}",40000000,"Animation, Family",10144,en,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,17.496832,"Walt Disney Pictures, Silver Screen Partners IV",United States of America,1989-11-17,222300000.0,83.0,"English, Français",Released,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,The Little Mermaid,7.2,1921.0,1989,0.0,The Little Mermaid Collection
"{'id': 10709, 'name': 'The Mighty Ducks Collection', 'poster_path': '/aUM5CXRiOu0YgrRZtDZSp997zgr.jpg', 'backdrop_path': '/8C8f3UkMgNofmipZ4b42UqdnUYb.jpg'}",10000000,"Comedy, Family",10414,en,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",6.113646,Walt Disney,United States of America,1992-10-01,50752337.0,101.0,English,Released,They can't skate. They can't win. They can't be serious.,The Mighty Ducks,6.4,203.0,1992,0.0,The Mighty Ducks Collection
"{'id': 256377, 'name': 'The Muppet Collection', 'poster_path': '/8Ew8EIdFFurMMYjSbWPu1Hl4vLX.jpg', 'backdrop_path': '/1AWd3MM90G47mxtD112gRDxSXY9.jpg'}",0,"Comedy, Family, Fantasy, Drama",10437,en,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",14.630571,"Walt Disney Pictures, Jim Henson Company, The",United States of America,1992-12-10,27281507.0,85.0,English,Released,sin datos,The Muppet Christmas Carol,7.2,217.0,1992,53.9700035,The Muppet Collection
{'name':'sin datos' },15000000,"Drama, Music, Family",15300,en,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",4.095602,"Walt Disney Pictures, Touchwood Pacific Partners 1",United States of America,1992-04-10,0.0,121.0,English,Released,A Thousand Voices. A Single Dream.,Newsies,6.2,66.0,1992,0.0,sin datos
"{'id': 100693, 'name': '101 Dalmatians (Animated) Collection', 'poster_path': '/cn2TfGiLL4yLJqyNCBSppUdF51W.jpg', 'backdrop_path': '/rcnZbAGQsb3Hp0qPgnRalTyMJlQ.jpg'}",4000000,"Adventure, Animation, Comedy, Family",12230,en,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",15.727519,Walt Disney Productions,United States of America,1961-01-25,215880014.0,79.0,English,Released,The Canine Caper of the Century,One Hundred and One Dalmatians,6.8,1643.0,1961,21.85116275,101 Dalmatians (Animated) Collection
{'name':'sin datos' },0,"Family, Fantasy",13380,en,"Ginny Grainger, a young mother, rediscovers the joy and beauty of Christmas, thanks to the unshakable faith of her six-year-old daughter Abbie and Gideon, Ginny's very own guardian angel.",11.890036,"Walt Disney Pictures, Telefilm Canada, Silver Screen Partners II","Canada, United States of America",1985-11-22,0.0,88.0,"English, Italiano",Released,sin datos,One Magic Christmas,5.7,15.0,1985,0.0,sin datos
"{'id': 55422, 'name': 'Peter Pan Collection', 'poster_path': '/t0mINaIut2aDKdGseQtC7UcbRNW.jpg', 'backdrop_path': '/AnhKboZjfeGuHI6qg7pp9RCesTF.jpg'}",4000000,"Animation, Music, Family, Adventure, Fantasy",10693,en,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",16.861533,"RKO Radio Pictures, Walt Disney Productions",United States of America,1953-02-05,87404651.0,77.0,English,Released,It will live in your heart forever!,Peter Pan,7.0,1380.0,1953,1.2504669267881152,Peter Pan Collection
{'name':'sin datos' },20000000,"Action, Adventure, Comedy, Family, Music",11335,en,"Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto.",9.126162,"Paramount Pictures, Walt Disney Productions",United States of America,1980-12-12,0.0,114.0,English,Released,The sailor man with the spinach can!,Popeye,5.3,157.0,1980,59.3465575,sin datos
"{'id': 57971, 'name': 'The Rescuers Collection', 'poster_path': '/kTrFEqoVLEpw82bkxtRApD69dE1.jpg', 'backdrop_path': '/bR0XKmrmPZtHX6oQ1nH1DEPX08G.jpg'}",37931000,"Adventure, Animation, Crime, Family, Fantasy",11135,en,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",1.562471,"Walt Disney Pictures, Walt Disney Feature Animation, Silver Screen Partners IV",United States of America,1990-11-16,47431461.0,77.0,"Dansk, English, 한국어/조선말, Norsk, svenska",Released,sin datos,The Rescuers Down Under,6.6,303.0,1990,0.0,The Rescuers Collection
"{'id': 57971, 'name': 'The Rescuers Collection', 'poster_path': '/kTrFEqoVLEpw82bkxtRApD69dE1.jpg', 'backdrop_path': '/bR0XKmrmPZtHX6oQ1nH1DEPX08G.jpg'}",1200000,"Fantasy, Family, Animation, Adventure",11319,en,"What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",11.32442,Walt Disney Productions,United States of America,1977-06-22,71215869.0,78.0,English,Released,Two tiny agents vs. the world's wickedest woman in a dazzling animated adventure!,The Rescuers,6.7,609.0,1977,0.0,The Rescuers Collection
"{'id': 90348, 'name': 'Witch Mountain Collection', 'poster_path': '/3IggdwQeJvkkfMTKRv9iEpInGnV.jpg', 'backdrop_path': '/aXZ0LmSgLT1ZiNWnJ5qKaQHqBiC.jpg'}",0,"Adventure, Fantasy, Science Fiction, Family",14822,en,"In this sequal to ""Escape From Witch Mountain,"" Tia and Tony leave their safe refuge on witch mountain for a trip to Los Angeles. Tony is kidnapped by the evil Dr. Gannon and his spinster partner Letha and brainwashed into helping Gannon and Letha commit various crimes. It's up to Tia and a gang of truant kids to rescue Tony and prevent a major disaster.",3.936986,sin datos,sin datos,1978-03-10,16393000.0,95.0,English,Released,Sinister forces from this world against two young space travellers from another.,Return from Witch Mountain,5.6,38.0,1978,0.44551204,Witch Mountain Collection
"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/enl57YvMhTAdic6El5rfZppyzq2.jpg', 'backdrop_path': '/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg'}",0,"Family, Adventure, Animation, Romance",15969,en,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",12.099799,Walt Disney Television Animation,United States of America,1994-12-15,0.0,69.0,English,Released,The Aladdin adventure continues...,The Return of Jafar,5.7,447.0,1994,1.4761904761904763,Aladdin Collection
{'name':'sin datos' },25000000,"Adventure, Family, Fantasy",13155,en,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",6.523262,"Silver Screen Partners II, Oz Productions Ltd.","United Kingdom, United States of America",1985-06-21,11137801.0,109.0,English,Released,An all-new adventure down the yellow brick road.,Return to Oz,6.6,122.0,1985,0.0,sin datos
{'name':'sin datos' },42000000,"Action, Adventure, Science Fiction, Family",10249,en,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930s Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.",10.536644,Walt Disney Pictures,United States of America,1991-06-21,62000000.0,108.0,English,Released,"Three years before the United States declares war, Cliff Secord leads America's first battle against the Nazis.",The Rocketeer,6.3,265.0,1991,8.5,sin datos
"{'id': 294519, 'name': 'The Shaggy Dog Collection', 'poster_path': '/qCX60rYHFm8T8ffinuMq0cDM3iI.jpg', 'backdrop_path': None}",0,"Comedy, Family",15943,en,"Wilby Daniels, a successful lawyer running for District Attorney, suddenly finds himself being transformed into an English sheepdog. Somehow he has to keep his change a secret and find just what is causing it, all the while eluding the local dog catcher.",1.48253,Walt Disney Productions,United States of America,1976-12-17,0.0,91.0,"English, Deutsch",Released,The Only Candidate with a Law Degree and a Pedigree!,The Shaggy D.A.,5.4,15.0,1976,0.2976887894736842,The Shaggy Dog Collection
{'name':'sin datos' },6000000,"Fantasy, Animation, Romance, Family",10882,en,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",14.276169,Walt Disney Productions,United States of America,1959-01-28,51000000.0,75.0,English,Released,Awaken to a World of Wonders!,Sleeping Beauty,6.8,1332.0,1959,0.0,sin datos
{'name':'sin datos' },19000000,"Fantasy, Mystery, Thriller",24808,en,"In a small American town, a diabolical circus arrives, granting wishes for the townsfolk, but twisted as only the esteemed Mr. Dark can make them. Can two young boys overcome the worst the devil himself can deal out?",3.985819,"Walt Disney Pictures, Bryna Productions",United States of America,1983-04-29,5656087.0,95.0,English,Released,What would you give a man who could make your deepest dreams come true?,Something Wicked This Way Comes,6.6,38.0,1983,0.0,sin datos
"{'id': 294468, 'name': 'Flubber Collection', 'poster_path': '/11Olg7cvRG9UcNGfbhEiyDKsbzE.jpg', 'backdrop_path': '/a8yIR6GefHgPMtOx0v4mdwCJGV4.jpg'}",0,"Comedy, Family, Romance",19762,en,"Medfield's lovable but hopelessly absent-minded professor -- Ned Brainard (Fred MacMurray) -- bounces back in this classic Disney film with hilarious new mishaps when he experiments with the amazing by-products of his startling anti-gravity substance, ""flubber."" Windows shatter, football players fly, and thunderstorms materialize indoors as Professor Brainard fights to keep Medfield College from falling into the hands of ruthless land developer Alonzo Hawk (Keenan Wynn).",2.545544,Walt Disney,United States of America,1963-01-16,0.0,100.0,English,Released,"The Professor's ""Off"" and Flying... and FUN SCORES A NEW HIGH!",Son of Flubber,6.7,16.0,1963,8.72766675,Flubber Collection
{'name':'sin datos' },0,"Family, Music",13850,en,Uncle Remus draws upon his tales of Brer Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,4.045635,Walt Disney Pictures,United States of America,1946-11-12,0.0,91.0,English,Released,Here Comes The Zip-A-Dee-Doo-Dah Show!,Song of the South,6.9,69.0,1946,0.0,sin datos
"{'id': 248126, 'name': 'Splash Collection', 'poster_path': '/tI0RB8ezHm7NMRuLfWIh4mWuGXY.jpg', 'backdrop_path': '/9uSHQAAUYFt6WSL2sz9zgvnXnvk.jpg'}",8000000,"Comedy, Fantasy, Romance",2619,en,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",8.441602,Touchstone Pictures,United States of America,1984-03-09,69821334.0,111.0,"English, Italiano",Released,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,Splash,6.1,328.0,1984,0.0,Splash Collection
{'name':'sin datos' },0,"Drama, Family",65158,en,"Squanto is a high-born Indian warrior from a tribe on the Atlantic coast of North America which devotes its life to hunting and rivalry with a neighboring tribe. Everything changes forever after a ship arrives from England, prospecting the region's commercial potential for the rich Sir George, who uses all his wealth and influence only for ever greater profit. When it returns, several Indians find themselves captives on board, including Squanto. The arrogant Christians consider themselves utterly superior to the 'heathen savages' and treat them as brutally as they do beasts. Squanto fights a bear in a circus, not understanding how men can be so cruel to that creature either, and manages a spectacular escape, but where must he go? He finds shelter and help in a rural monastery, where it takes his protector some effort to prevent the others considering the unknown as diabolical. In time sir George's men come looking for him most brutally...",1.935006,Walt Disney Pictures,United States of America,1994-10-28,3337685.0,102.0,English,Released,sin datos,Squanto: A Warrior's Tale,6.1,7.0,1994,0.0,sin datos
{'name':'sin datos' },4986,Animation,53565,en,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.",3.394625,"Walt Disney Pictures, Celebrity Productions",United States of America,1928-11-18,0.0,8.0,English,Released,sin datos,Steamboat Willie,7.4,76.0,1928,0.0,sin datos
{'name':'sin datos' },32000000,Adventure,41841,en,"A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their idyllic community. When Daniel Hackett sees his father Jonas gravely wounded by the villainous Stiles, his first urge is for his family to flee the danger, and give up their life on a farm which Daniel has come to despise anyway. Going alone to a lake to try to decide what to do, he falls asleep on a boat and wakes to find himself in the wild west, in the company of such ""tall tale"" legends as Pecos Bill, Paul Bunyan, John Henry and Calamity Jane. Together, they battle the same villains Daniel is facing in his ""real"" world, ending with a heroic confrontation in which the boy stands up to Stiles and his henchmen, and rallies his neighbors to fight back against land grabbers who want to destroy their town.",1.283015,"Walt Disney Pictures, Caravan Pictures",United States of America,1995-03-24,0.0,98.0,English,Released,Sometime the hero ends up being you!,Tall Tale,6.6,15.0,1995,1.9411764705882353,sin datos
{'name':'sin datos' },0,Drama,27332,en,"Coming-of-age adventure about two teenage brothers and their struggles to grow up, on their own, after their mother dies and their father leaves them.",5.540117,Walt Disney Productions,United States of America,1982-07-30,0.0,103.0,English,Released,sin datos,Tex,5.9,9.0,1982,0.0,sin datos
"{'id': 63043, 'name': 'TRON Collection', 'poster_path': '/cvFlDIfOwhYe4ouAAfdyq9E5zlZ.jpg', 'backdrop_path': '/o8NBfffQPE9tHTR9l7FuWbdVPHu.jpg'}",17000000,"Science Fiction, Action, Adventure",97,en,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",16.574021,"Walt Disney Pictures, Lisberger/Kushner",United States of America,1982-07-09,33000000.0,96.0,English,Released,A world inside the computer where man has never been.  Until now.,Tron,6.6,717.0,1982,3.237749294117647,TRON Collection
{'name':'sin datos' },0,"Music, Drama",10419,en,"The story of a close-knit group of young kids in Nazi Germany who listen to banned swing music from the US. Soon dancing and fun leads to more difficult choices as the Nazi's begin tightening the grip on Germany. Each member of the group is forced to face some tough choices about right, wrong, and survival.",4.379054,"Hollywood Pictures, Touchwood Pacific Partners 1",United States of America,1993-03-05,5632086.0,112.0,English,Released,In a world on the brink of war. You either march to one tune or dance to another.,Swing Kids,6.7,63.0,1993,0.0,sin datos
"{'id': 91361, 'name': 'Halloween Collection', 'poster_path': '/2uqHV6YcD9jEL2WuJYjXiiuRDqd.jpg', 'backdrop_path': '/mmxf1sOe2T1sma0tH0TgTdcit1p.jpg'}",17000000,"Horror, Thriller",11675,en,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",8.619068,Dimension Films,United States of America,1998-08-05,55041738.0,86.0,English,Released,Blood is thicker than Water.,Halloween: H20,5.7,306.0,1998,0.0,Halloween Collection
{'name':'sin datos' },0,"Comedy, Drama, Fantasy, Romance",2107,en,"With the help of a talking freeway billboard, a ""wacky weatherman"" tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early-90s Los Angeles.",7.775188,"TriStar Pictures, L.A. Films, Carolco Pictures",United States of America,1991-02-08,0.0,95.0,English,Released,sin datos,L.A. Story,6.4,88.0,1991,0.0,sin datos
{'name':'sin datos' },0,Comedy,6471,en,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",5.873021,"Universal Pictures, Aspen Film Society",United States of America,1979-12-14,73961419.0,94.0,English,Released,A rags to riches to rags story.,The Jerk,7.0,272.0,1979,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Mystery",9442,en,"Juliet Forrest is convinced that the reported death of her father in a mountain car crash was no accident. Her father was a prominent cheese scientist working on a secret recipe. To prove it was murder, she enlists the services of private eye Rigby Reardon. He finds a slip of paper containing a list of people who are ""The Friends and Enemies of Carlotta.""",5.515136,"Universal Pictures, Aspen Film Society",United States of America,1982-05-21,18196170.0,89.0,English,Released,Laugh...or I’ll blow your lips off!,Dead Men Don't Wear Plaid,6.5,104.0,1982,0.0,sin datos
{'name':'sin datos' },10100000,"Comedy, Romance, Science Fiction",11591,en,A story about a brain surgeon who tries to end his unhappy marriage to spend more time with a disembodied brain.,12.157229,Warner Bros.,United States of America,1983-06-10,0.0,93.0,English,Released,So funny you'll laugh your head off.,The Man with Two Brains,6.2,131.0,1983,1.1031324761904762,sin datos
{'name':'sin datos' },0,Drama,13697,en,Grand Canyon revolved around six residents from different backgrounds whose lives intertwine in modern-day Los Angeles. At the center of the film is the unlikely friendship of two men from different races and classes brought together when one finds himself in jeopardy in the other's rough neighborhood.,4.422985,Twentieth Century Fox Film Corporation,United States of America,1991-12-25,0.0,134.0,English,Released,sin datos,Grand Canyon,6.8,51.0,1991,3.3697647,sin datos
{'name':'sin datos' },10500000,"Drama, Horror",19158,en,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all.",4.668541,"Paramount Pictures, Graveyard Productions, JVC Entertainment Networks","Japan, United States of America",1990-10-26,11582891.0,89.0,English,Released,Stephen King took you to the edge with The Shining and Pet Sematary. This time... he pushes you over.,Graveyard Shift,4.5,52.0,1990,11.892857142857142,sin datos
{'name':'sin datos' },10000000,"Crime, Drama",227,en,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",6.435926,"American Zoetrope, Warner Bros.",United States of America,1983-03-25,33697647.0,91.0,English,Released,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,The Outsiders,6.9,293.0,1983,7.617855,sin datos
"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",28000000,"Adventure, Action",87,en,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",15.802306,"Lucasfilm, Paramount Pictures",United States of America,1984-05-23,333000000.0,118.0,"English, ",Released,If adventure has a name... it must be Indiana Jones.,Indiana Jones and the Temple of Doom,7.1,2841.0,1984,0.0,Indiana Jones Collection
"{'id': 141290, 'name': 'The Lord of the Rings Animated Collection', 'poster_path': '/pQuazFOlGRdn2Lb3oWFJYPeASOc.jpg', 'backdrop_path': '/uUG532EWfyhtKDzsA0sLb1PsHhL.jpg'}",4000000,"Fantasy, Drama, Animation, Adventure",123,en,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,7.914795,"United Artists, Fantasy Films",United States of America,1978-11-15,30471420.0,132.0,English,Released,Fantasy...beyond your imagination,The Lord of the Rings,6.1,187.0,1978,2.0766616,The Lord of the Rings Animated Collection
{'name':'sin datos' },0,"Drama, Romance, Science Fiction",9314,en,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,11.513066,"Umbrella-Rosenblum Film Production, Atlantic Releasing Corporation, Virgin Benelux, Virgin Schallplatten",United Kingdom,1984-10-10,0.0,113.0,English,Released,George Orwell's Terrifying Vision Comes To The Screen.,Nineteen Eighty-Four,6.8,311.0,1984,0.7433663,sin datos
